Training Epoch: [0][0/22]	Training Loss: 0.037348
Training Epoch: [42][2/22]	Training Loss: 0.000273
Training Epoch: [42][3/22]	Training Loss: 0.000219
Training Epoch: [42][4/22]	Training Loss: 0.001204
Training Epoch: [42][5/22]	Training Loss: 0.000783
Training Epoch: [42][6/22]	Training Loss: 0.000318
Training Epoch: [42][7/22]	Training Loss: 0.000421
Training Epoch: [42][8/22]	Training Loss: 0.000276
Training Epoch: [42][9/22]	Training Loss: 0.000271
Training Epoch: [42][10/22]	Training Loss: 0.000202
Training Epoch: [42][11/22]	Training Loss: 0.000448
Training Epoch: [42][12/22]	Training Loss: 0.000684
Training Epoch: [42][13/22]	Training Loss: 0.000426
Training Epoch: [42][14/22]	Training Loss: 0.001324
Training Epoch: [42][15/22]	Training Loss: 0.000466
Training Epoch: [42][16/22]	Training Loss: 0.000412
Training Epoch: [42][17/22]	Training Loss: 0.000797
Training Epoch: [42][18/22]	Training Loss: 0.000947
Training Epoch: [42][19/22]	Training Loss: 0.000345
Training Epoch: [42][20/22]	Training Loss: 0.001720
Training Epoch: [42][21/22]	Training Loss: 0.000330
Training Epoch: [42][22/22]	Training Loss: 0.000929
Validation Loss: 0.000815 	Validation Acc.: 98.045603
best accuracy: 99.0228013029316
Training Epoch: [43][0/22]	Training Loss: 0.000429
Training Epoch: [43][1/22]	Training Loss: 0.000473
Training Epoch: [43][2/22]	Training Loss: 0.000396
Training Epoch: [43][3/22]	Training Loss: 0.000827
Training Epoch: [43][4/22]	Training Loss: 0.001143
Training Epoch: [43][5/22]	Training Loss: 0.009815
Training Epoch: [43][6/22]	Training Loss: 0.000585
Training Epoch: [43][7/22]	Training Loss: 0.004136
Training Epoch: [43][8/22]	Training Loss: 0.020861
Training Epoch: [43][9/22]	Training Loss: 0.001673
Training Epoch: [43][10/22]	Training Loss: 0.000583
Training Epoch: [43][11/22]	Training Loss: 0.014822
Training Epoch: [43][12/22]	Training Loss: 0.002762
Training Epoch: [43][13/22]	Training Loss: 0.002298
Training Epoch: [43][14/22]	Training Loss: 0.003362
Training Epoch: [43][15/22]	Training Loss: 0.000428
Training Epoch: [43][16/22]	Training Loss: 0.000580
Training Epoch: [43][17/22]	Training Loss: 0.001650
Training Epoch: [43][18/22]	Training Loss: 0.002461
Training Epoch: [43][19/22]	Training Loss: 0.005551
Training Epoch: [43][20/22]	Training Loss: 0.002176
Training Epoch: [43][21/22]	Training Loss: 0.000839
Training Epoch: [43][22/22]	Training Loss: 0.000489
Validation Loss: 0.001265 	Validation Acc.: 98.697068
best accuracy: 99.0228013029316
Training Epoch: [44][0/22]	Training Loss: 0.001605
Training Epoch: [44][1/22]	Training Loss: 0.004581
Training Epoch: [44][2/22]	Training Loss: 0.002991
Training Epoch: [44][3/22]	Training Loss: 0.001056
Training Epoch: [44][4/22]	Training Loss: 0.013123
Training Epoch: [44][5/22]	Training Loss: 0.002174
Training Epoch: [44][6/22]	Training Loss: 0.000274
Training Epoch: [44][7/22]	Training Loss: 0.000949
Training Epoch: [44][8/22]	Training Loss: 0.006488
Training Epoch: [44][9/22]	Training Loss: 0.003312
Training Epoch: [44][10/22]	Training Loss: 0.004738
Training Epoch: [44][11/22]	Training Loss: 0.001892
Training Epoch: [44][12/22]	Training Loss: 0.000472
Training Epoch: [44][13/22]	Training Loss: 0.001107
Training Epoch: [44][14/22]	Training Loss: 0.000224
Training Epoch: [44][15/22]	Training Loss: 0.001614
Training Epoch: [44][16/22]	Training Loss: 0.003377
Training Epoch: [44][17/22]	Training Loss: 0.001794
Training Epoch: [44][18/22]	Training Loss: 0.006154
Training Epoch: [44][19/22]	Training Loss: 0.002757
Training Epoch: [44][20/22]	Training Loss: 0.004578
Training Epoch: [44][21/22]	Training Loss: 0.001002
Training Epoch: [44][22/22]	Training Loss: 0.000686
Validation Loss: 0.000831 	Validation Acc.: 98.697068
best accuracy: 99.0228013029316
Training Epoch: [45][0/22]	Training Loss: 0.000858
Training Epoch: [45][1/22]	Training Loss: 0.000680
Training Epoch: [45][2/22]	Training Loss: 0.002259
Training Epoch: [45][3/22]	Training Loss: 0.002041
Training Epoch: [45][4/22]	Training Loss: 0.001001
Training Epoch: [45][5/22]	Training Loss: 0.006530
Training Epoch: [45][6/22]	Training Loss: 0.012871
Training Epoch: [45][7/22]	Training Loss: 0.001267
Training Epoch: [45][8/22]	Training Loss: 0.001117
Training Epoch: [45][9/22]	Training Loss: 0.003811
Training Epoch: [45][10/22]	Training Loss: 0.004164
Training Epoch: [45][11/22]	Training Loss: 0.004564
Training Epoch: [45][12/22]	Training Loss: 0.002779
Training Epoch: [45][13/22]	Training Loss: 0.000239
Training Epoch: [45][14/22]	Training Loss: 0.000647
Training Epoch: [45][15/22]	Training Loss: 0.001861
Training Epoch: [45][16/22]	Training Loss: 0.005652
Training Epoch: [45][17/22]	Training Loss: 0.004862
Training Epoch: [45][18/22]	Training Loss: 0.020518
Training Epoch: [45][19/22]	Training Loss: 0.005701
Training Epoch: [45][20/22]	Training Loss: 0.000487
Training Epoch: [45][21/22]	Training Loss: 0.000767
Training Epoch: [45][22/22]	Training Loss: 0.037074
Validation Loss: 0.000788 	Validation Acc.: 97.719870
best accuracy: 99.0228013029316
Training Epoch: [46][0/22]	Training Loss: 0.001603
Training Epoch: [46][1/22]	Training Loss: 0.010140
Training Epoch: [46][2/22]	Training Loss: 0.045932
Training Epoch: [46][3/22]	Training Loss: 0.068981
Training Epoch: [46][4/22]	Training Loss: 0.003697
Training Epoch: [46][5/22]	Training Loss: 0.006075
Training Epoch: [46][6/22]	Training Loss: 0.040473
Training Epoch: [46][7/22]	Training Loss: 0.007318
Training Epoch: [46][8/22]	Training Loss: 0.005152
Training Epoch: [46][9/22]	Training Loss: 0.001554
Training Epoch: [46][10/22]	Training Loss: 0.001708
Training Epoch: [46][11/22]	Training Loss: 0.006791
Training Epoch: [46][12/22]	Training Loss: 0.008366
Training Epoch: [46][13/22]	Training Loss: 0.036999
Training Epoch: [46][14/22]	Training Loss: 0.004048
Training Epoch: [46][15/22]	Training Loss: 0.001945
Training Epoch: [46][16/22]	Training Loss: 0.003120
Training Epoch: [46][17/22]	Training Loss: 0.003704
Training Epoch: [46][18/22]	Training Loss: 0.019447
Training Epoch: [46][19/22]	Training Loss: 0.017500
Training Epoch: [46][20/22]	Training Loss: 0.017867
Training Epoch: [46][21/22]	Training Loss: 0.006163
Training Epoch: [46][22/22]	Training Loss: 0.001811
Validation Loss: 0.000577 	Validation Acc.: 98.371336
best accuracy: 99.0228013029316
Training Epoch: [47][0/22]	Training Loss: 0.005337
Training Epoch: [47][1/22]	Training Loss: 0.002788
Training Epoch: [47][2/22]	Training Loss: 0.008987
Training Epoch: [47][3/22]	Training Loss: 0.020209
Training Epoch: [47][4/22]	Training Loss: 0.027062
Training Epoch: [47][5/22]	Training Loss: 0.019894
Training Epoch: [47][6/22]	Training Loss: 0.011535
Training Epoch: [47][7/22]	Training Loss: 0.020660
Training Epoch: [47][8/22]	Training Loss: 0.004018
Training Epoch: [47][9/22]	Training Loss: 0.002930
Training Epoch: [47][10/22]	Training Loss: 0.016356
Training Epoch: [47][11/22]	Training Loss: 0.038896
Training Epoch: [47][12/22]	Training Loss: 0.009688
Training Epoch: [47][13/22]	Training Loss: 0.004394
Training Epoch: [47][14/22]	Training Loss: 0.004283
Training Epoch: [47][15/22]	Training Loss: 0.008904
Training Epoch: [47][16/22]	Training Loss: 0.009337
Training Epoch: [47][17/22]	Training Loss: 0.007820
Training Epoch: [47][18/22]	Training Loss: 0.028013
Training Epoch: [47][19/22]	Training Loss: 0.017942
Training Epoch: [47][20/22]	Training Loss: 0.004062
Training Epoch: [47][21/22]	Training Loss: 0.007866
Training Epoch: [47][22/22]	Training Loss: 0.003230
Validation Loss: 0.000672 	Validation Acc.: 96.742671
best accuracy: 99.0228013029316
Training Epoch: [48][0/22]	Training Loss: 0.006521
Training Epoch: [48][1/22]	Training Loss: 0.007164
Training Epoch: [48][2/22]	Training Loss: 0.004596
Training Epoch: [48][3/22]	Training Loss: 0.005968
Training Epoch: [48][4/22]	Training Loss: 0.016403
Training Epoch: [48][5/22]	Training Loss: 0.020410
Training Epoch: [48][6/22]	Training Loss: 0.005133
Training Epoch: [48][7/22]	Training Loss: 0.007254
Training Epoch: [48][8/22]	Training Loss: 0.010111
Training Epoch: [48][9/22]	Training Loss: 0.005682
Training Epoch: [48][10/22]	Training Loss: 0.005080
Training Epoch: [48][11/22]	Training Loss: 0.005358
Training Epoch: [48][12/22]	Training Loss: 0.004145
Training Epoch: [48][13/22]	Training Loss: 0.005092
Training Epoch: [48][14/22]	Training Loss: 0.003287
Training Epoch: [48][15/22]	Training Loss: 0.004790
Training Epoch: [48][16/22]	Training Loss: 0.014690
Training Epoch: [48][17/22]	Training Loss: 0.007066
Training Epoch: [48][18/22]	Training Loss: 0.008140
Training Epoch: [48][19/22]	Training Loss: 0.004234
Training Epoch: [48][20/22]	Training Loss: 0.004848
Training Epoch: [48][21/22]	Training Loss: 0.005120
Training Epoch: [48][22/22]	Training Loss: 0.006180
Validation Loss: 0.000667 	Validation Acc.: 96.742671
best accuracy: 99.0228013029316
Training Epoch: [49][0/22]	Training Loss: 0.006882
Training Epoch: [49][1/22]	Training Loss: 0.005815
Training Epoch: [49][2/22]	Training Loss: 0.003670
Training Epoch: [49][3/22]	Training Loss: 0.009768
Training Epoch: [49][4/22]	Training Loss: 0.008682
Training Epoch: [49][5/22]	Training Loss: 0.006536
Training Epoch: [49][6/22]	Training Loss: 0.009803
Training Epoch: [49][7/22]	Training Loss: 0.007362
Training Epoch: [49][8/22]	Training Loss: 0.003231
Training Epoch: [49][9/22]	Training Loss: 0.002359
Training Epoch: [49][10/22]	Training Loss: 0.003900
Training Epoch: [49][11/22]	Training Loss: 0.003375
Training Epoch: [49][12/22]	Training Loss: 0.003447
Training Epoch: [49][13/22]	Training Loss: 0.003814
Training Epoch: [49][14/22]	Training Loss: 0.003805
Training Epoch: [49][15/22]	Training Loss: 0.005496
Training Epoch: [49][16/22]	Training Loss: 0.004223
Training Epoch: [49][17/22]	Training Loss: 0.003497
Training Epoch: [49][18/22]	Training Loss: 0.003830
Training Epoch: [49][19/22]	Training Loss: 0.006458
Training Epoch: [49][20/22]	Training Loss: 0.003674
Training Epoch: [49][21/22]	Training Loss: 0.006033
Training Epoch: [49][22/22]	Training Loss: 0.006214
Validation Loss: 0.000509 	Validation Acc.: 98.045603
best accuracy: 99.0228013029316
Test Loss: 0.000252 	Test Acc.: 99.022801
